movieId,title,genres,poster
3347,Never Cry Wolf (1983),Adventure|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3347.jpg
3350,"Raisin in the Sun, A (1961)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3350.jpg
3353,"Closer You Get, The (2000)",Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3353.jpg
3354,Mission to Mars (2000),Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3354.jpg
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3355.jpg
3357,East-West (Est-ouest) (1999),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3357.jpg
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3358.jpg
3359,Breaking Away (1979),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3359.jpg
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3360.jpg
3361,Bull Durham (1988),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3361.jpg
3362,Dog Day Afternoon (1975),Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3362.jpg
3363,American Graffiti (1973),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3363.jpg
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,https://storage.googleapis.com/movielens-posters/MLP-20M/3364.jpg
3365,"Searchers, The (1956)",Drama|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3365.jpg
3368,"Big Country, The (1958)",Romance|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3368.jpg
3370,Betrayed (1988),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3370.jpg
3372,"Bridge at Remagen, The (1969)",Action|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3372.jpg
3374,Daughters of the Dust (1991),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3374.jpg
3378,"Ogre, The (Unhold, Der) (1996)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3378.jpg
3379,On the Beach (1959),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3379.jpg
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/3384.jpg
3385,Volunteers (1985),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3385.jpg
3386,JFK (1991),Drama|Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3386.jpg
3387,Who's Harry Crumb? (1989),Comedy|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/3387.jpg
3388,Harry and the Hendersons (1987),Children|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3388.jpg
3389,Let's Get Harry (1986),Action|Adventure,https://storage.googleapis.com/movielens-posters/MLP-20M/3389.jpg
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3390.jpg
3391,Who's That Girl? (1987),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3391.jpg
3392,She-Devil (1989),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3392.jpg
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3393.jpg
3394,Blind Date (1987),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3394.jpg
3395,Nadine (1987),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3395.jpg
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3396.jpg
3397,"Great Muppet Caper, The (1981)",Children|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3397.jpg
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3398.jpg
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/3400.jpg
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3401.jpg
3402,Turtle Diary (1985),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3402.jpg
3403,Raise the Titanic (1980),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3403.jpg
3404,Titanic (1953),Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3404.jpg
3405,"Night to Remember, A (1958)",Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3405.jpg
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3406.jpg
3408,Erin Brockovich (2000),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3408.jpg
3409,Final Destination (2000),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3409.jpg
3410,Soft Fruit (1999),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3410.jpg
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3412.jpg
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3414.jpg
3415,"Mirror, The (Zerkalo) (1975)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3415.jpg
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3417.jpg
3418,Thelma & Louise (1991),Adventure|Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3418.jpg
3420,...And Justice for All (1979),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3420.jpg
3421,Animal House (1978),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3421.jpg
3422,She's Gotta Have It (1986),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3422.jpg
3423,School Daze (1988),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3423.jpg
3424,Do the Right Thing (1989),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3424.jpg
3425,Mo' Better Blues (1990),Drama|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3425.jpg
3426,Jungle Fever (1991),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3426.jpg
3428,"Champ, The (1979)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3428.jpg
3429,Creature Comforts (1989),Animation|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3429.jpg
3430,Death Wish (1974),Action|Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3430.jpg
3431,Death Wish 2 (1982),Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3431.jpg
3432,Death Wish 3 (1985),Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3432.jpg
3433,Death Wish 4: The Crackdown (1987),Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3433.jpg
3434,Death Wish 5: The Face of Death (1994),Action|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3434.jpg
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,https://storage.googleapis.com/movielens-posters/MLP-20M/3435.jpg
3436,Dying Young (1991),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3436.jpg
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3438.jpg
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/3439.jpg
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/3440.jpg
3441,Red Dawn (1984),Action|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3441.jpg
3442,Band of the Hand (1986),Action|Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3442.jpg
3444,Bloodsport (1988),Action,https://storage.googleapis.com/movielens-posters/MLP-20M/3444.jpg
3445,Eyes of Laura Mars (1978),Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3445.jpg
3446,Funny Bones (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3446.jpg
3447,"Good Earth, The (1937)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3447.jpg
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3448.jpg
3449,"Good Mother, The (1988)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3449.jpg
3450,Grumpy Old Men (1993),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3450.jpg
3451,Guess Who's Coming to Dinner (1967),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3451.jpg
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3452.jpg
3453,Here on Earth (2000),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3453.jpg
3454,Whatever It Takes (2000),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3454.jpg
3455,Buddy Boy (1999),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3455.jpg
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3456.jpg
3459,Gothic (1986),Drama|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3459.jpg
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3461.jpg
3462,Modern Times (1936),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3462.jpg
3466,Heart and Souls (1993),Comedy|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/3466.jpg
3467,Hud (1963),Drama|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3467.jpg
3468,"Hustler, The (1961)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3468.jpg
3469,Inherit the Wind (1960),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3469.jpg
3470,Dersu Uzala (1975),Adventure|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3470.jpg
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3471.jpg
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3473.jpg
3474,Retroactive (1997),Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3474.jpg
3475,"Place in the Sun, A (1951)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3475.jpg
3476,Jacob's Ladder (1990),Horror|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/3476.jpg
3477,Empire Records (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3477.jpg
3478,"Bamba, La (1987)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3478.jpg
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3479.jpg
3480,Lucas (1986),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3480.jpg
3481,High Fidelity (2000),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3481.jpg
3483,"Road to El Dorado, The (2000)",Animation|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/3483.jpg
3484,"Skulls, The (2000)",Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3484.jpg
3489,Hook (1991),Adventure|Comedy|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/3489.jpg
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3492.jpg
3494,True Grit (1969),Adventure|Drama|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3494.jpg
3496,Madame Sousatzka (1988),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3496.jpg
3497,Max Dugan Returns (1983),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3497.jpg
3498,Midnight Express (1978),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3498.jpg
3499,Misery (1990),Drama|Horror|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3499.jpg
3500,Mr. Saturday Night (1992),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3500.jpg
3501,Murphy's Romance (1985),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3501.jpg
3502,My Life (1993),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3502.jpg
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3503.jpg
3504,Network (1976),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3504.jpg
3505,No Way Out (1987),Drama|Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3505.jpg
3506,North Dallas Forty (1979),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3506.jpg
3507,"Odd Couple, The (1968)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3507.jpg
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3508.jpg
3510,Frequency (2000),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3510.jpg
3511,Ready to Rumble (2000),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3511.jpg
3512,Return to Me (2000),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3512.jpg
3513,Rules of Engagement (2000),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3513.jpg
3514,Joe Gould's Secret (2000),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3514.jpg
3515,Me Myself I (2000),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3515.jpg
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3516.jpg
3519,Force 10 from Navarone (1978),Action|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3519.jpg
3521,Mystery Train (1989),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3521.jpg
3524,Arthur (1981),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3524.jpg
3525,Bachelor Party (1984),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3525.jpg
3526,Parenthood (1989),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3526.jpg
3527,Predator (1987),Action|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3527.jpg
3528,"Prince of Tides, The (1991)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3528.jpg
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3529.jpg
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3531.jpg
3534,28 Days (2000),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3534.jpg
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3535.jpg
3536,Keeping the Faith (2000),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3536.jpg
3537,Where the Money Is (2000),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3537.jpg
3538,East is East (1999),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3538.jpg
3539,"Filth and the Fury, The (2000)",Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/3539.jpg
3543,Diner (1982),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3543.jpg
3544,Shakes the Clown (1992),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3544.jpg
3545,Cabaret (1972),Drama|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3545.jpg
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3546.jpg
3548,Auntie Mame (1958),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3548.jpg
3549,Guys and Dolls (1955),Comedy|Musical|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3549.jpg
3550,The Hunger (1983),Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3550.jpg
3551,Marathon Man (1976),Crime|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3551.jpg
3552,Caddyshack (1980),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3552.jpg
3553,Gossip (2000),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3553.jpg
3554,Love and Basketball (2000),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3554.jpg
3555,U-571 (2000),Action|Thriller|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3555.jpg
3556,"Virgin Suicides, The (1999)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3556.jpg
3557,Jennifer 8 (1992),Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3557.jpg
3559,Limelight (1952),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3559.jpg
3563,"Crow: Salvation, The (2000)",Action|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3563.jpg
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3564.jpg
3565,Where the Heart Is (2000),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3565.jpg
3566,"Big Kahuna, The (2000)",Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3566.jpg
3567,Bossa Nova (2000),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3567.jpg
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3568.jpg
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3569.jpg
3571,Time Code (2000),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3571.jpg
3572,Carnosaur (1993),Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3572.jpg
3573,Carnosaur 2 (1995),Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3573.jpg
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3574.jpg
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3576.jpg
3577,Two Moon Junction (1988),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3577.jpg
3578,Gladiator (2000),Action|Adventure|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3578.jpg
3580,Up at the Villa (2000),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3580.jpg
3581,Human Traffic (1999),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3581.jpg
3584,Breathless (1983),Action|Drama|Romance|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3584.jpg
3586,The Idolmaker (1980),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3586.jpg
3587,Inferno (1980),Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3587.jpg
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3590.jpg
3591,Mr. Mom (1983),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3591.jpg
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3592.jpg
3593,Battlefield Earth (2000),Action|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3593.jpg
3594,Center Stage (2000),Drama|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3594.jpg
3596,Screwed (2000),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3596.jpg
3597,Whipped (2000),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3597.jpg
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3598.jpg
3599,Anchors Aweigh (1945),Comedy|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3599.jpg
3604,Gypsy (1962),Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3604.jpg
3606,On the Town (1949),Comedy|Musical|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3606.jpg
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3608.jpg
3609,Regret to Inform (1998),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/3609.jpg
3614,Honeymoon in Vegas (1992),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3614.jpg
3615,Dinosaur (2000),Adventure|Animation|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/3615.jpg
3616,Loser (2000),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3616.jpg
3617,Road Trip (2000),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3617.jpg
3618,Small Time Crooks (2000),Comedy|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/3618.jpg
3619,"Hollywood Knights, The (1980)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3619.jpg
3622,"Twelve Chairs, The (1970)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3622.jpg
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3623.jpg
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3624.jpg
3625,Better Living Through Circuitry (1999),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/3625.jpg
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3626.jpg
3627,Carnival of Souls (1962),Horror|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3627.jpg
3628,Flying Tigers (1942),Action|Drama|Romance|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3628.jpg
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3629.jpg
3632,Monsieur Verdoux (1947),Comedy|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/3632.jpg
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3633.jpg
3634,Seven Days in May (1964),Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3634.jpg
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3635.jpg
3637,Vagabond (Sans toit ni loi) (1985),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3637.jpg
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3638.jpg
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3639.jpg
3640,"King in New York, A (1957)",Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3640.jpg
3641,"Woman of Paris, A (1923)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3641.jpg
3643,"Fighting Seabees, The (1944)",Action|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3643.jpg
3646,Big Momma's House (2000),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3646.jpg
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3648.jpg
3649,American Gigolo (1980),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3649.jpg
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3652.jpg
3653,"Endless Summer, The (1966)",Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/3653.jpg
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/3654.jpg
3655,Blow-Out (La grande bouffe) (1973),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3655.jpg
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/3658.jpg
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3660.jpg
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3661.jpg
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3662.jpg
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3663.jpg
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/3664.jpg
3667,Rent-A-Cop (1988),Action|Comedy|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/3667.jpg
3668,Romeo and Juliet (1968),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3668.jpg
3669,Stay Tuned (1992),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/3669.jpg
3671,Blazing Saddles (1974),Comedy|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/3671.jpg
3672,Benji (1974),Adventure|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/3672.jpg
3673,Benji the Hunted (1987),Adventure|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/3673.jpg
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3674.jpg
3675,White Christmas (1954),Comedy|Musical|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/3675.jpg
3676,Eraserhead (1977),Drama|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/3676.jpg
3677,Baraka (1992),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/3677.jpg
3678,"Man with the Golden Arm, The (1955)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/3678.jpg
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/3679.jpg
